"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","TOBS","WDF2","WSF2","WT01","WT02","WT04","WT06","WT08","WT09"
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-01-27",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-01-28",,,"0.20",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-01-29",,,"0.09",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-01-30",,,"0.09",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-01-31",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-01",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-02",,,"0.27",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-08",,,"0.93",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-09",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-10",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-11",,,"0.83",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-12",,,"1.03",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-13",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-14",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-15",,,"0.09",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-16",,,"0.19",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-21",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-22",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-23",,,"0.16",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-24",,,"0.05",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-25",,,"0.85",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-26",,,"0.28",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-27",,,"0.00",,,,,,,,,,,,
"US1NYKN0025","BROOKLYN 3.1 NW, NY US","2018-02-28",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-01",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-02",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-03",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-06",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-07",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-12",,,"0.04",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-13",,,"0.52",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-14",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-15",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-16",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-17",,,"0.16",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-18",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-21",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-22",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-23",,,"0.29",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-24",,,"0.07",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-25",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-01-29",,,"0.09",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-03",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-11",,,"1.10",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-12",,,"1.02",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-14",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-15",,,"0.10",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-16",,,"0.24",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-17",,,"0.04",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-18",,,"0.55",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-19",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-20",,,"0.08",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-21",,,"0.00",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-22",,,"0.04",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-23",,,"0.11",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-26",,,"0.11",,,,,,,,,,,,
"US1NJMD0066","SOUTH PLAINFIELD 0.7 NNE, NJ US","2018-02-27",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-01",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-02",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-03",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-04",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-05",,,"0.41",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-06",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-07",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-08",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-09",,,"0.01",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-10",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-11",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-12",,,"0.04",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-13",,,"1.86",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-14",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-15",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-16",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-17",,,"0.14",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-18",,,"0.05",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-19",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-20",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-21",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-22",,,"0.02",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-23",,,"0.29",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-24",,,"0.20",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-26",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-27",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-28",,,"0.15",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-29",,,"0.08",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-01-31",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-01",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-02",,,"0.17",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-03",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-04",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-05",,,"0.87",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-06",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-07",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-08",,,"1.12",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-10",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-11",,,"0.88",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-13",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-14",,,"0.00",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-15",,,"0.07",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-16",,,"0.20",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-21",,,"0.02",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-22",,,"0.20",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-23",,,"0.28",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-24",,,"0.10",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-25",,,"0.82",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-26",,,"0.20",,,,,,,,,,,,
"US1NJMS0040","CHATHAM 0.6 NW, NJ US","2018-02-27",,,"0.02",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-01",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-02",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-03",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-04",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-05",,,"0.44",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-06",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-07",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-08",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-09",,,"0.02",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-10",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-11",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-12",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-13",,,"0.66",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-14",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-15",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-16",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-17",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-18",,,"0.12",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-19",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-20",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-21",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-22",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-23",,,"0.01",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-24",,,"0.32",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-25",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-26",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-27",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-28",,,"0.05",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-29",,,"0.11",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-30",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-01-31",,,"0.02",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-01",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-02",,,"0.06",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-03",,,"0.05",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-04",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-05",,,"0.64",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-06",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-07",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-08",,,"0.96",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-09",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-10",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-13",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-14",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-15",,,"0.05",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-16",,,"0.11",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-17",,,"0.05",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-18",,,"0.63",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-19",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-20",,,"0.23",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-21",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-22",,,"0.01",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-23",,,"0.21",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-24",,,"0.07",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-25",,,"0.04",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-26",,,"1.02",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-27",,,"0.00",,,,,,,,,,,,
"US1NJUN0017","CRANFORD TWP 1.1 NNW, NJ US","2018-02-28",,,"0.00",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-01-12",,,"0.48",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-01-23",,,"0.26",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-01-28",,,"0.31",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-02",,,"0.20",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-05",,,"0.85",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-07",,,"0.57",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-08",,,"0.34",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-10",,,"0.25",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-11",,,"1.66",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-12",,,"0.00",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-16",,,"0.25",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-18",,,"0.79",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-20",,,"0.09",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-22",,,"0.05",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-23",,,"0.21",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-24",,,"0.06",,,,,,,,,,,,
"US1NJMD0050","WOODBRIDGE TWP 3.0 NNW, NJ US","2018-02-25",,,"1.12",,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-01","12.75",,"0.00","12","20","6",,"  330","23.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-02","14.32",,"0.00","18","27","12",,"  260","21.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-03","5.82",,"0.00","20","30","10",,"   20","14.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-04","22.82",,"0.71","25","29","18",,"  300","33.1","    1","    1",,,,"    1"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-05","22.59",,"0.00","15","18","9",,"  290","33.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-06","16.78",,"0.00","11","14","6",,"  310","25.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-07","10.51",,"0.00","10","18","4",,"  220","19.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-08","10.74",,"0.00","21","31","16",,"  230","17.0",,,"    1","    1",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-09","11.18",,"0.00","33","44","23",,"  300","23.9","    1",,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-10","4.03",,"0.00","33","40","24",,"  120","8.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-11","1.34",,"0.00","42","51","36",,"  360","6.9","    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-12","8.50",,"0.55","53","64","42",,"  180","21.9","    1","    1",,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-13","17.67",,"0.06","45","61","18",,"  310","31.1","    1","    1",,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-14","14.32",,"0.00","20","27","15",,"   20","21.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-15","10.51",,"0.00","22","32","15",,"   10","18.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-16","5.37",,"0.00","29","38","22",,"   20","10.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-17","10.51",,"0.23","33","36","21",,"  320","19.9","    1",,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-18","11.41",,"0.00","25","35","17",,"  320","17.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-19","8.50",,"0.00","29","39","20",,"  260","18.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-20","12.30",,"0.00","40","55","32",,"  260","28.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-21","4.92",,"0.00","44","55","34",,"  230","12.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-22","5.82",,"0.01","46","51","39",,"   30","13.0","    1",,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-23","10.74",,"0.25","48","62","39",,"  270","32.0","    1","    1",,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-24","15.21",,"0.00","42","44","27",,"  300","25.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-25","13.87",,"0.00","29","36","23",,"  330","25.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-26","4.92",,"0.00","31","40","20",,"  150","13.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-27","9.84",,"0.00","40","57","28",,"  230","23.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-28","6.71",,"0.20","51","54","42",,"  230","14.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-29","12.08",,"0.00","42","45","35",,"   40","19.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-30","12.30",,"0.05","34","37","24",,"  330","25.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-01-31","10.74",,"0.00","25","33","17",,"  200","21.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-01","6.26",,"0.02","36","45","31",,"  240","14.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-02","18.34",,"0.14","33","41","17",,"  310","32.0","    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-03","11.41",,"0.00","22","32","14",,"  210","21.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-04","7.38",,"0.81","33","41","29",,"  200","16.1","    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-05","12.08",,"0.00","36","41","24",,"  290","29.1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-06","4.47",,"0.00","30","38","24",,"  260","15.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-07","9.62",,"0.94","33","45","24",,"  310","25.9","    1",,"    1","    1",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-08","12.30",,"0.00","32","35","24",,"  320","25.9",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-09","5.59",,"0.00","29","36","22",,"  190","13.0",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-10","1.12",,"0.64","40","47","34",,"  280","6.9","    1",,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-02-11","5.59",,"1.19","48","64","45",,"  220","15.0","    1",,,,,
